1.0000,255.4000,833.1000,1173.2000,323275343.7000,1.0000,0.9980,1.0000,0.9958,1.0000,0.9982
2.0000,160.6000,673.6000,620.4000,12626264.1000,0.9858,0.9791,0.9829,0.9776,0.9544,0.9480
3.0000,130.4000,373.3000,559.3000,8917640.1000,0.9791,0.9734,0.9679,0.9710,0.9327,0.9332
4.0000,62.9000,201.3000,262.6000,261532.1000,0.9956,0.9982,0.9928,0.9971,0.9939,0.9967
5.0000,79.6000,231.2000,245.2000,278067.9000,0.9915,0.9829,0.9821,0.9642,0.9963,0.9902
