256.0000,395.3000,757.2000,657.3000,1.0000,1.0000,1.0000
128.0000,299.3000,703.8000,622.5000,1.0000,1.0000,1.0000
64.0000,226.4000,730.2000,562.9000,0.9999,1.0000,0.9999
32.0000,170.6000,524.0000,516.6000,0.9998,0.9999,0.9999
16.0000,124.2000,525.4000,434.7000,0.9997,0.9999,0.9999
8.0000,93.6000,558.2000,323.9000,0.9992,0.9998,0.9999
4.0000,60.6000,227.5000,292.4000,0.9984,0.9997,0.9995
2.0000,46.2000,133.0000,194.9000,0.9970,0.9992,0.9993
1.0000,32.9000,264.0000,67.0000,0.9941,0.9982,0.9974
